,audio_time,sampling_rate,feature_extraction,label,description
806,"[-1.5258789e-05  1.5258789e-05 -3.0517578e-05 ... -3.0517578e-05
  3.0517578e-05 -6.1035156e-05]",22050,"[[-1.40161929e+01 -9.82452735e+00  2.20638095e+00 ...  6.30294979e-01
  -6.48077613e-01 -7.16857514e-01]
 [-1.40908939e+01 -9.40863669e+00  3.77579502e+00 ... -2.31807954e-02
  -7.96468799e-01 -9.65424366e-04]
 [-1.40006669e+01 -9.86407958e+00  3.61048468e+00 ... -8.90181338e-01
  -4.73526329e-01  2.08702172e-01]
 ...
 [-1.39764567e+01 -8.56960933e+00  1.29222722e+00 ... -9.58549793e-01
  -3.39476683e-01  5.19776178e-02]
 [-1.37943962e+01 -9.30146803e+00  1.44477629e+00 ... -4.21256199e-01
   6.34987711e-01 -4.26242713e-01]
 [-1.38622793e+01 -9.56160984e+00  7.15321538e-01 ...  7.93918100e-02
   4.83278294e-01 -4.95162814e-01]]",40,ใบชะพลู2
807,"[-1.9836426e-04 -1.2207031e-04 -6.1035156e-05 ... -2.7465820e-04
 -2.2888184e-04 -2.2888184e-04]",22050,"[[-13.8242255  -11.56991411   0.14671672 ...  -0.71831536  -0.45281105
   -1.08268185]
 [-14.02167773  -9.62474254   0.41237675 ...  -1.47037592   0.19761964
    0.2611384 ]
 [-14.05034537  -9.14375947   0.80255271 ...  -1.58810756   0.50551449
    0.47644593]
 ...
 [-14.09864292 -10.16202809   1.16135616 ...   1.62711267   1.71827513
    0.94789741]
 [-13.93437753 -10.14055795   1.823741   ...   0.84972075   0.77169437
    1.09954025]
 [-13.98527229  -9.57088063   2.51273114 ...   0.53481623  -0.58125199
   -1.06436919]]",40,ใบชะพลู2
808,"[ 0.0000000e+00 -1.5258789e-05 -3.0517578e-05 ... -1.2207031e-04
 -4.5776367e-05  1.5258789e-05]",22050,"[[-1.38122853e+01 -1.00042893e+01  1.17567432e+00 ...  1.63770675e-02
  -4.59063228e-01  2.46484151e-01]
 [-1.38915198e+01 -1.00904525e+01  1.16790270e+00 ... -1.26030584e-01
  -2.37531181e-01  8.57302648e-01]
 [-1.37971100e+01 -9.17627953e+00  1.81909798e+00 ...  1.29877716e-01
   3.95728260e-01 -7.96503083e-03]
 ...
 [-1.40371594e+01 -9.85854150e+00  1.63915733e+00 ...  7.23588405e-01
   1.91094080e-01  7.48616396e-01]
 [-1.40716290e+01 -1.08292036e+01  1.03088037e+00 ... -4.30944764e-01
  -4.90317622e-01  1.16061316e-01]
 [-1.42465321e+01 -9.92899381e+00  1.67103032e+00 ...  1.76195942e+00
   1.84012310e+00  1.54298959e+00]]",40,ใบชะพลู2
809,"[ 0.0000000e+00 -1.5258789e-05  3.0517578e-05 ... -3.0517578e-04
 -2.2888184e-04 -2.1362305e-04]",22050,"[[-13.92857546  -9.77913399   0.88824416 ...  -0.56626587   0.47011383
    0.71652438]
 [-14.18730338  -8.91858625   0.80934687 ...   0.0604242   -0.08500364
   -0.97492847]
 [-13.98038805 -10.72257245   0.23480736 ...  -0.95565284  -0.46364644
   -0.60396538]
 ...
 [-13.7591473  -10.56524467   0.10916235 ...   0.18822014   0.0232092
   -0.79663678]
 [-13.99623847  -9.08132037   1.22160548 ...  -0.19190751   0.84423695
   -1.08428063]
 [-13.76575067 -10.20093227   1.18088283 ...  -0.13447419  -0.10539349
    0.37684887]]",40,ใบชะพลู2
810,"[-6.1035156e-05 -7.6293945e-05 -4.5776367e-05 ... -1.8310547e-04
 -1.2207031e-04 -7.6293945e-05]",22050,"[[-1.41184204e+01 -1.26108606e+01  5.60784305e-01 ...  6.27522542e-01
   3.66946033e-02  9.85615041e-02]
 [-1.39082342e+01 -1.19789605e+01  2.40243388e+00 ...  8.70105539e-01
   1.23270125e+00  7.62797872e-01]
 [-1.39228382e+01 -1.15405730e+01  1.46011334e+00 ... -2.46897547e-01
   3.67492944e-02  1.19455426e+00]
 ...
 [-1.40435214e+01 -1.01333116e+01  3.02222929e-01 ...  1.34345128e+00
   4.89300000e-01  1.60346584e+00]
 [-1.39741592e+01 -9.37009649e+00  4.12968835e-01 ...  1.11978873e+00
  -1.09058626e-02  2.46462418e-01]
 [-1.39229842e+01 -9.43133209e+00  1.41972348e+00 ...  5.77255909e-01
   1.09908767e+00  3.96515317e-02]]",40,ใบชะพลู2
811,"[ 0.0000000e+00 -1.5258789e-05  0.0000000e+00 ... -2.2888184e-04
 -2.5939941e-04 -2.4414062e-04]",22050,"[[-14.20793757  -9.28932008   1.86386257 ...  -0.31898987   0.82241799
    0.31188164]
 [-14.08212142  -9.70404272   1.84415665 ...   0.90856627   0.13529878
    0.07109626]
 [-13.99886269 -11.04687472  -0.10714631 ...   0.11151549   0.1356782
   -0.12800836]
 ...
 [-13.97831436 -10.01681996   1.76263344 ...  -0.17557417  -0.59009147
    0.11112062]
 [-13.90083241 -10.06888699   0.52194702 ...   1.00013922  -0.48502418
   -0.82865816]
 [-14.04950783  -8.84381756   1.57308025 ...   0.05653259   0.22937854
   -0.63160899]]",40,ใบชะพลู2
812,"[ 0.0000000e+00 -1.5258789e-05  1.5258789e-05 ... -7.6293945e-05
 -1.8310547e-04 -6.1035156e-05]",22050,"[[-14.02083557  -8.95466029   0.35444602 ...   0.09428957  -0.24243125
   -0.12690729]
 [-13.96838156 -10.14312895  -0.14624208 ...   0.78639763   0.52398888
   -0.03816426]
 [-14.1010448  -10.34213422  -0.37951268 ...   1.2478367    0.47928191
   -0.03259751]
 ...
 [-13.875806   -10.43033384  -1.33775075 ...   0.14978185  -0.73567168
   -0.67804918]
 [-13.89184998 -10.29232362  -0.30375433 ...   0.80214486  -0.4738417
   -0.57916784]
 [-13.8439268  -10.58440001  -1.14775361 ...   0.7611148    0.105089
    0.8106198 ]]",40,ใบชะพลู2
813,"[-0.00010681 -0.00015259 -0.00016785 ... -0.0002594  -0.00021362
 -0.00027466]",22050,"[[-1.39194209e+01 -1.15869456e+01  1.86812673e+00 ... -1.42007032e+00
   1.78529760e-01  1.94086710e-01]
 [-1.41140157e+01 -1.15648788e+01  2.08980278e+00 ...  9.27571308e-01
  -5.59163042e-01 -2.47622850e-01]
 [-1.40741530e+01 -1.20798820e+01  9.32961229e-02 ...  1.70362508e+00
  -4.96320836e-01 -5.73937686e-03]
 ...
 [-1.40163531e+01 -1.00117373e+01  1.08924420e+00 ... -3.74058562e-01
  -9.69242282e-02 -7.76393819e-01]
 [-1.41723145e+01 -9.62583037e+00  6.32002097e-01 ...  5.95699235e-01
  -3.11772624e-02 -6.35732790e-02]
 [-1.42248288e+01 -8.84329687e+00 -1.07805245e+00 ...  2.61056451e-01
   4.78009813e-01 -1.43828307e-01]]",40,ใบชะพลู2
814,"[-0.0002594  -0.00021362 -0.00028992 ... -0.00027466 -0.00019836
 -0.00028992]",22050,"[[-13.71618393 -10.56888688   0.44780985 ...   0.30055306   0.95634455
    0.72178217]
 [-14.02019807 -10.37878417  -0.68309562 ...   1.22330858   0.86916142
    0.29061001]
 [-13.91963887  -9.20346495   0.45582928 ...   0.58789366   1.60028934
    0.95781191]
 ...
 [-13.8113703  -10.62786823   1.98980925 ...  -1.32243037  -0.96054177
    0.32515607]
 [-13.98661118 -10.03281292   0.06676989 ...  -0.35836911  -0.17363428
   -0.35810382]
 [-14.09083951  -9.16389712   0.50044904 ...   0.94546373  -0.03746832
    0.08470736]]",40,ใบชะพลู2
815,"[-1.5258789e-05 -1.5258789e-05  1.5258789e-05 ... -1.3732910e-04
 -2.2888184e-04 -2.7465820e-04]",22050,"[[-1.42653370e+01 -8.89327214e+00  2.72882879e+00 ...  3.62021204e-01
   7.77153778e-01 -1.11078972e-02]
 [-1.39154333e+01 -1.03016790e+01  2.60410696e+00 ...  5.57440602e-01
   5.50850620e-01 -3.47605626e-01]
 [-1.38929311e+01 -1.00989036e+01  3.12648720e+00 ...  3.30943637e-01
   5.49436014e-01 -1.18548748e-01]
 ...
 [-1.39450241e+01 -9.82830853e+00  1.96308223e+00 ... -1.22818933e-01
   2.09016356e-01  4.11307157e-01]
 [-1.40771231e+01 -1.06302412e+01  8.94305360e-01 ... -4.95820739e-01
   2.78060911e-01 -7.06120529e-02]
 [-1.41361314e+01 -1.03536254e+01  8.56050330e-01 ... -2.15832145e-01
   3.55412477e-01  1.51337616e-01]]",40,ใบชะพลู2
816,"[-0.00024414 -0.00027466 -0.00019836 ... -0.00032043 -0.00016785
 -0.00032043]",22050,"[[-14.0703716  -10.50346036   1.99698824 ...   0.46055196   1.1811405
    0.17719577]
 [-14.29220828  -9.27355246   1.37948287 ...   1.28325945   0.97308629
    0.64847658]
 [-14.02833779 -10.56691482   0.41350609 ...   0.19169533   0.26570527
    0.05321114]
 ...
 [-13.91029107 -11.87596497   0.664785   ...  -0.64326541  -0.52871884
   -1.40539622]
 [-13.94974365 -10.04032738   1.7966796  ...  -0.08456836  -0.69511968
   -0.78260803]
 [-13.91111127  -9.59667887   3.59012458 ...  -0.2528777    0.31236275
   -0.21514003]]",40,ใบชะพลู2
817,"[-2.4414062e-04 -2.4414062e-04 -2.4414062e-04 ...  4.5776367e-05
  0.0000000e+00 -1.5258789e-05]",22050,"[[-1.39403471e+01 -9.40612045e+00  8.41175138e-01 ...  6.63048930e-01
   6.38975927e-01  2.51194390e-01]
 [-1.39927341e+01 -9.48394372e+00  1.29802263e+00 ... -8.72259290e-01
  -1.07253265e+00 -4.16157765e-01]
 [-1.41753583e+01 -9.18529064e+00  8.96850348e-01 ... -4.97021382e-02
  -1.11362740e+00 -1.12654657e-01]
 ...
 [-1.39381335e+01 -9.86126899e+00  7.75187732e-01 ...  3.62014685e-01
   7.29304608e-02 -8.90291396e-03]
 [-1.39930129e+01 -1.00418922e+01  5.02369993e-01 ...  5.67101873e-01
   5.70213658e-01  6.84579405e-01]
 [-1.38539435e+01 -1.01260539e+01  2.62029696e-01 ... -7.40075264e-01
   6.41800574e-01  1.63758359e+00]]",40,ใบชะพลู2
818,"[-2.5939941e-04 -2.4414062e-04 -2.4414062e-04 ... -4.5776367e-05
 -3.0517578e-05 -9.1552734e-05]",22050,"[[-13.72170297 -10.92950059   0.84101943 ...   0.78994581  -0.02833029
   -0.16936315]
 [-13.79544747 -10.3466797    0.8839557  ...   0.20820594  -0.29325061
    0.42635649]
 [-14.19388121  -9.51725643   1.16458776 ...   0.41405695   0.14219926
    0.93745809]
 ...
 [-14.26795691  -9.09586244   0.4618881  ...   0.07642656  -0.04553259
   -0.60332637]
 [-13.70535678  -9.98019937   0.94514173 ...   0.24620927   0.21733502
    0.62063429]
 [-13.59927168 -10.33080233  -0.54982287 ...  -1.94780687  -1.19625282
    0.54635936]]",40,ใบชะพลู2
819,"[-1.0681152e-04 -1.6784668e-04 -7.6293945e-05 ... -1.3732910e-04
 -9.1552734e-05 -2.5939941e-04]",22050,"[[-13.97247132 -11.32109102   1.8935183  ...  -0.42965389   0.40443142
   -0.51609883]
 [-14.06230631 -10.23264002   3.03815149 ...  -0.6070824   -0.14053113
   -0.95436708]
 [-13.94724851 -12.11280956   3.03948749 ...  -0.71860829  -0.63380876
   -0.74523517]
 ...
 [-14.00368102  -9.41971281   0.40959432 ...   0.32011654  -0.25951003
   -0.12077486]
 [-13.84009525  -8.9035739    1.91258022 ...  -0.11952865  -0.26746027
   -0.87438606]
 [-13.85836198 -10.96549408   1.38626038 ...   0.23451813   0.33595651
    0.10377973]]",40,ใบชะพลู2
820,"[-2.4414062e-04 -2.5939941e-04 -2.4414062e-04 ...  4.5776367e-05
 -6.1035156e-05  7.6293945e-05]",22050,"[[-13.70377478  -9.67912449   1.79652704 ...  -0.52118921  -0.35057853
   -0.3096273 ]
 [-13.66903546 -10.78356462   1.65298469 ...  -1.13817825  -1.23364393
    0.14229708]
 [-13.84672035  -9.20236413   1.51654744 ...   0.32792425  -0.99244239
    0.30234168]
 ...
 [-14.03687543  -9.72547054   1.52088047 ...   0.19926238  -0.11791794
    0.17800665]
 [-13.98336561 -10.04636527   0.52334574 ...  -0.02806139  -0.07384517
   -0.65719941]
 [-13.84035319 -10.63152722  -0.64498485 ...  -0.72245035  -0.1795975
   -1.06107763]]",41,ใบบัวบก
821,"[-0.00018311 -0.00021362 -0.00013733 ... -0.00013733 -0.00018311
 -0.0002594 ]",22050,"[[-14.19449405  -9.64341215   1.03806316 ...  -1.53312796  -0.20715654
    0.36148432]
 [-14.06973591 -10.52173781   1.77198052 ...  -1.0701687   -0.61180444
    0.29933887]
 [-13.92404162 -11.32593261   0.79750577 ...  -0.58086078  -0.20608514
    0.14169765]
 ...
 [-13.99625246 -10.24703808  -0.94615774 ...  -0.33782287   0.66463041
    0.37086641]
 [-13.94963463  -9.81256382   1.2021738  ...  -0.44272908   0.87516268
    0.39531613]
 [-14.04239718  -8.81368179   0.12747642 ...  -0.79930995   0.91605097
    0.59671545]]",41,ใบบัวบก
822,"[-0.00021362 -0.00018311 -0.00013733 ... -0.00018311 -0.00032043
 -0.00018311]",22050,"[[-13.82661187 -10.61054452  -0.89026495 ...  -0.61467424   0.60192175
   -0.19339954]
 [-13.86479784 -10.1786592   -0.13611935 ...   1.32712637   0.92044142
    0.41752882]
 [-14.09962692  -8.85278664   1.66832176 ...   0.06572408   0.24384993
    0.10690415]
 ...
 [-14.05623584  -9.71328435   2.74974746 ...   0.41729498  -0.6223165
   -0.4940089 ]
 [-14.12071917 -10.82292116   1.26773763 ...  -0.13547665  -0.74258743
   -1.00116843]
 [-14.12989403  -9.58387489   1.89246355 ...  -0.99664463  -1.26299404
   -1.28897503]]",41,ใบบัวบก
823,"[-1.3732910e-04 -1.6784668e-04 -9.1552734e-05 ... -6.1035156e-05
 -1.9836426e-04 -1.0681152e-04]",22050,"[[-13.79059458 -10.74774776   3.78021836 ...  -0.06848356  -0.36147139
    0.09121158]
 [-14.19385305 -11.27897425   3.08853905 ...   1.21181677   0.20581672
   -0.18615978]
 [-14.31634779  -9.42623687   2.36781041 ...   1.27567749   0.09673801
   -0.2705185 ]
 ...
 [-13.76054811  -8.64382455   1.60806551 ...  -0.69435792   0.33022266
   -0.01761853]
 [-13.9127221   -9.88895875   0.18859932 ...   0.22953937   0.95966679
    0.64155716]
 [-13.9583143   -9.81693286  -0.87485848 ...   0.26580123   0.46249602
    0.08848492]]",41,ใบบัวบก
824,"[-1.2207031e-04 -1.5258789e-04 -7.6293945e-05 ... -3.0517578e-04
 -1.9836426e-04 -2.5939941e-04]",22050,"[[-13.89320874  -9.85596946  -0.50638973 ...  -0.67792525  -0.96077813
   -1.91161801]
 [-14.00370074  -8.62514693   0.20107982 ...   0.20142155   0.74327059
    0.31024634]
 [-13.84081865  -9.57729186   0.72530746 ...   0.98514246   1.09771186
    1.53488054]
 ...
 [-13.97665546 -10.67837831   0.99436597 ...  -0.19074377  -0.07955828
    0.70524869]
 [-13.9949299   -9.65724416   0.98105101 ...  -0.14544083  -0.3233346
   -0.23196537]
 [-14.0214065  -10.40502122   0.11627759 ...   0.18059403   0.82338971
   -0.12445353]]",41,ใบบัวบก
825,"[-1.5258789e-05  0.0000000e+00  1.5258789e-05 ... -1.3732910e-04
 -1.6784668e-04  1.5258789e-05]",22050,"[[-13.93735765 -11.34648884   3.24825498 ...  -1.17715601  -0.25125855
   -1.08951725]
 [-13.98025919 -11.49970098   2.93798957 ...   0.38287657  -0.30605313
   -0.1690051 ]
 [-13.83857867 -11.09226645   2.57115515 ...  -0.1228299   -1.19133314
   -0.31444885]
 ...
 [-14.11799121 -10.85441683  -0.95403491 ...  -0.13832217  -0.46349691
   -0.71913574]
 [-13.72752959 -10.40288295  -0.38654212 ...  -0.01432934   0.56812575
    0.22363938]
 [-13.97762732  -9.05108826   0.80090525 ...  -0.7385621   -0.6318769
   -0.32025089]]",41,ใบบัวบก
826,"[-1.3732910e-04 -1.0681152e-04 -2.2888184e-04 ...  0.0000000e+00
  1.5258789e-05 -1.5258789e-05]",22050,"[[-14.26946763  -9.22058983   1.91398737 ...  -0.09328442   0.60320303
   -0.27570268]
 [-13.97197262  -9.65585751   2.33825275 ...  -1.08170947   0.47131585
    0.43352782]
 [-13.95531278  -9.47430475   1.58240473 ...  -0.31026773   0.88765613
    0.32692545]
 ...
 [-13.78631196 -10.13184004   2.81292499 ...   0.37177069  -0.03929341
   -0.13130093]
 [-13.79265644 -10.34565368   2.11517143 ...  -0.30817844   0.45600632
   -0.34462932]
 [-13.7929565   -9.38385442   2.05593242 ...   0.81992328   1.27223623
    0.28007597]]",41,ใบบัวบก
827,"[-0.00018311 -0.00021362 -0.00018311 ... -0.0002594  -0.00022888
 -0.00027466]",22050,"[[-1.41346383e+01 -1.07624587e+01  9.39417873e-01 ... -8.39918202e-01
  -4.43278815e-01  5.56838482e-01]
 [-1.39467780e+01 -1.06768734e+01  2.13969778e+00 ... -4.62835691e-01
  -1.05621864e+00  1.06423196e-01]
 [-1.39017334e+01 -9.83447445e+00  1.26116672e+00 ...  6.80216820e-01
   3.87158097e-01 -1.31427105e-02]
 ...
 [-1.40502319e+01 -8.33203817e+00  1.59347881e+00 ...  8.89835353e-01
   1.60208276e+00  6.37277394e-02]
 [-1.39380775e+01 -9.14796696e+00  2.66298897e+00 ...  4.35180978e-01
   1.01830669e+00 -1.29474350e-01]
 [-1.39942369e+01 -9.40028563e+00  1.60231483e+00 ... -2.33257903e-01
  -2.90357937e-01 -1.26154919e+00]]",41,ใบบัวบก
828,"[ 0.0000000e+00 -3.0517578e-05  0.0000000e+00 ...  0.0000000e+00
 -1.0681152e-04 -7.6293945e-05]",22050,"[[-13.77150048 -10.80122703  -1.49721312 ...   1.47211864  -0.45781302
   -0.90388687]
 [-13.8067541  -10.09249839   0.45282448 ...   1.11627297   0.56544224
   -0.50421432]
 [-13.9333481  -10.12425726   2.40210809 ...  -0.09475471  -0.67330642
   -1.58496152]
 ...
 [-13.93987618  -8.69653019   1.3316523  ...  -0.36607237   0.42096955
    0.38025073]
 [-13.9762329   -8.82664834   1.62276723 ...  -0.42859104   0.29828733
    0.88063623]
 [-13.95850599 -10.00693095  -0.32866255 ...  -0.85864691  -1.69989281
   -1.01068799]]",41,ใบบัวบก
829,"[-1.2207031e-04 -1.3732910e-04 -1.2207031e-04 ... -6.1035156e-05
 -1.0681152e-04 -2.1362305e-04]",22050,"[[-13.75917618  -9.61837129   0.7052796  ...   0.63806312   0.36912906
    0.92309333]
 [-13.83567865  -9.8853531    0.47536522 ...   0.40729662   0.49360389
   -0.05946199]
 [-13.76340598 -10.12227339   1.90995437 ...  -0.25040015   0.07132977
    0.72361093]
 ...
 [-14.03570051  -9.38777044   1.57851494 ...   0.32003333  -1.02472121
   -0.91711947]
 [-14.17061942  -9.04205865   1.5152728  ...   0.09703025  -1.33443863
   -0.87419784]
 [-14.00581008  -9.64779671   1.23335623 ...   0.53378877  -0.4666648
    0.08607633]]",41,ใบบัวบก
830,"[-0.00024414 -0.0002594  -0.00022888 ... -0.00024414 -0.00024414
 -0.00024414]",22050,"[[-14.08393257  -9.96117754   1.22263378 ...  -0.48797288  -0.88075171
   -0.25135388]
 [-13.85346056 -10.2502527    0.96102662 ...  -0.26442504   0.22059431
    0.19683883]
 [-13.71322941 -10.53558886   0.53937482 ...  -0.33058727   0.3194709
    0.40918397]
 ...
 [-13.7141813  -10.15414082   1.61386059 ...  -0.24383445  -0.11397498
    0.6262178 ]
 [-13.81535469 -10.26204194   1.25368882 ...  -0.32664881  -0.16137213
   -0.15450463]
 [-14.04777141 -10.25979022  -0.41949752 ...   0.4561373    0.23984116
   -1.12361188]]",41,ใบบัวบก
831,"[-2.4414062e-04 -2.7465820e-04 -1.9836426e-04 ... -1.5258789e-04
 -1.8310547e-04 -7.6293945e-05]",22050,"[[-13.95409335  -8.99447504  -0.11059888 ...   0.45482314   0.8310658
   -1.06362273]
 [-13.89061522  -9.17362496   0.8399303  ...  -0.61511138  -0.55099376
   -1.26362263]
 [-14.13310983 -10.57913346  -0.90703823 ...  -1.52420358  -1.18995333
   -0.98046865]
 ...
 [-14.03286735  -9.1585577   -0.65503235 ...   0.07324914  -0.65841745
   -1.52037617]
 [-13.99274012  -9.73981118  -2.16116009 ...   0.86895719   0.056086
   -0.10635465]
 [-13.91388892  -9.95783352   0.16093038 ...   0.05886764   0.77907876
    0.01891584]]",41,ใบบัวบก
832,"[ 0.0000000e+00 -7.6293945e-05 -7.6293945e-05 ... -2.5939941e-04
 -2.2888184e-04 -1.5258789e-04]",22050,"[[-14.02704024 -10.70449501   0.05847951 ...  -0.57587181  -1.17336428
   -1.77350441]
 [-13.94690897 -10.69546344   0.65615497 ...   0.37888314  -0.45978712
   -0.44659622]
 [-13.86140024 -10.10953086   0.16915122 ...   0.0874729   -0.46158816
   -0.31576951]
 ...
 [-14.19751564  -9.22049016  -0.98983678 ...   0.79030839   0.08502018
    0.39814917]
 [-13.79103937  -9.0221997    0.2299633  ...   1.00625603  -0.18404463
   -0.0258092 ]
 [-13.77942358  -9.06209449   0.39312349 ...   0.93941896   0.37622076
    0.25652659]]",41,ใบบัวบก
833,"[-1.2207031e-04 -1.3732910e-04 -2.7465820e-04 ...  1.5258789e-05
 -4.5776367e-05  7.6293945e-05]",22050,"[[-13.77519011  -9.11161234   2.07680374 ...   0.25064218   0.04024068
   -0.54459451]
 [-13.98782478  -9.96956592   1.81202658 ...  -1.08218395  -1.06005388
   -0.65051562]
 [-13.96311809 -10.32991066   2.02913624 ...  -0.66513797  -0.78379374
    0.42127489]
 ...
 [-13.82676625 -10.65644609   1.25174983 ...  -0.3125687   -0.22921441
    0.4729553 ]
 [-13.87597009  -9.00420692   1.50918325 ...  -0.98053278  -1.16891991
   -0.28324254]
 [-14.01825218  -9.2103935    1.97393381 ...  -1.3513496   -0.5305729
   -0.36399485]]",41,ใบบัวบก
834,"[-1.6784668e-04 -4.5776367e-05 -7.6293945e-05 ... -1.8310547e-04
 -6.1035156e-05 -2.1362305e-04]",22050,"[[-14.08280578 -10.77994138   1.44729193 ...  -0.92298676  -0.25676136
   -0.76657917]
 [-14.09438081  -9.6433962    2.22525335 ...   0.11911131   0.19641214
   -0.38514084]
 [-13.96541594 -11.15174221   0.80317333 ...   0.5449663    0.22410807
   -0.40561711]
 ...
 [-13.94191272 -10.73039109  -0.49883778 ...   0.27060512   0.75516774
   -0.14842648]
 [-14.06354545  -9.33125671   1.26098526 ...   0.03216217   1.18605237
    0.28072974]
 [-14.14418129  -9.69713842   1.29787396 ...   0.09644191   1.37178409
    0.71465265]]",41,ใบบัวบก
835,"[-2.4414062e-04 -2.4414062e-04 -2.5939941e-04 ... -1.5258789e-05
  0.0000000e+00  1.5258789e-05]",22050,"[[-14.2400268   -8.89666388   0.21305797 ...   0.92601252   1.38633543
    1.09636726]
 [-13.78126576  -9.85294051   2.25932221 ...   0.38464478  -0.27166907
   -1.17150899]
 [-13.9435398   -9.25803056   1.02249195 ...  -0.60515345  -0.13446286
   -0.62249733]
 ...
 [-14.07392835  -8.94789485   1.45595962 ...  -0.28663732  -0.31138429
   -0.19454052]
 [-14.11722962  -9.70187868   1.58584985 ...  -0.87673963  -0.32154118
   -0.82096673]
 [-13.98695082  -9.67454016   2.79910406 ...  -0.2040857    0.32461367
   -0.9917999 ]]",41,ใบบัวบก
836,"[-1.3732910e-04 -7.6293945e-05 -2.1362305e-04 ...  4.5776367e-05
 -6.1035156e-05  0.0000000e+00]",22050,"[[-1.38986727e+01 -9.37090505e+00  1.52369698e+00 ... -8.33252131e-01
  -7.00366786e-01 -1.33153359e+00]
 [-1.39210677e+01 -1.05069539e+01  3.68894903e-01 ... -7.38681581e-01
  -1.02788000e-01 -1.42888799e-01]
 [-1.37806880e+01 -9.95395751e+00 -9.72939074e-01 ... -3.59643457e-03
  -9.21431031e-02  2.10028816e-01]
 ...
 [-1.41363767e+01 -8.90914561e+00  2.07777531e-01 ...  1.95764583e-01
  -5.56277259e-01 -1.93911555e+00]
 [-1.38975098e+01 -9.90396367e+00  2.35255953e+00 ...  2.62230023e-01
  -1.42345091e+00 -1.65629641e+00]
 [-1.39315969e+01 -9.58082648e+00  1.02266590e+00 ... -4.15458153e-02
  -1.46014915e+00 -1.41836117e+00]]",41,ใบบัวบก
